movieId,values,metadata
167064,"[-0.050500236451625824, -0.017904628068208694, 0.013765270821750164, -0.02754988707602024, -0.04513975605368614, -0.017555121332406998, 0.06540454179048538, 0.012989526614546776, 0.0589853897690773, 0.013421309180557728, -0.05125657096505165, -0.05822794884443283, 0.059736061841249466, 0.007023932877928019, 0.01183698233217001, -0.07487525790929794, 0.08360369503498077, 0.017620163038372993, 0.0368058867752552, 0.03712909296154976, -0.02280183881521225, -0.0016394174890592694, -0.013922667130827904, -0.002039897022768855, 0.06426092237234116, -0.007045024540275335, 0.03705008327960968, -0.03410324826836586, -0.0775722786784172, 0.06830056756734848, 0.019392812624573708, 0.03385869413614273]","{'movie_id': 167064, 'title': 'I Am Not Your Negro (2017)', 'imdb_id': 5804038, 'genres': 'Documentary'}"
167370,"[-0.0015777482185512781, -0.02686605416238308, 0.00941375270485878, -0.003595513291656971, -0.004811772145330906, -0.010837067849934101, 0.03443324565887451, -0.02435409277677536, -0.02757827378809452, 0.003567577339708805, -0.010494707152247429, -0.0031085847876966, -0.011177088133990765, 0.00899344589561224, -0.002456220332533121, -0.030786283314228058, -0.01623840257525444, -0.013783520087599754, -0.014796639792621136, -0.008290412835776806, 0.04150232672691345, 0.022397862747311592, 0.018389059230685234, 0.040348783135414124, 0.0002120475983247161, -0.01586635783314705, -0.035511258989572525, -0.006560683716088533, 0.03713333234190941, -0.005052968394011259, -0.007008820306509733, 0.014579656533896923]","{'movie_id': 167370, 'title': ""Assassin's Creed (2016)"", 'imdb_id': 2094766, 'genres': 'Action|Adventure|Sci-Fi'}"
167570,"[0.03900229185819626, -0.03391798958182335, -0.04076709598302841, -0.027490710839629173, -0.0404137559235096, -0.007588348817080259, -0.045357149094343185, 0.021311119198799133, 0.019784271717071533, 0.06642824411392212, -0.0688277930021286, -0.0539243258535862, 0.025094272568821907, -6.944549386389554e-05, -0.03913657367229462, 0.004218686372041702, 0.028009051457047462, -0.05895903334021568, 0.01978202722966671, 0.023127462714910507, 0.06716044247150421, -0.02442225068807602, 0.05145686864852905, 0.08563560992479324, -0.0024578371085226536, 0.007344204466789961, 0.04759855195879936, -0.008306589908897877, -0.06013784557580948, 0.06293213367462158, 0.025812828913331032, 0.07002492249011993]","{'movie_id': 167570, 'title': 'The OA', 'imdb_id': 4635282, 'genres': '(no genres listed)'}"
167634,"[0.01860988512635231, 0.052136339247226715, 0.06571114808320999, 0.06909050047397614, 0.023617051541805267, -0.023665763437747955, 0.0336763933300972, 0.017189744859933853, 0.06170924752950668, 0.015412574633955956, 0.006689960602670908, 0.037527717649936676, -0.022528139874339104, -0.017364591360092163, -0.02099255658686161, 0.050069086253643036, 0.007839723490178585, -0.033318694680929184, -0.044775523245334625, 0.029118934646248817, 0.04099170118570328, -0.017416302114725113, -0.034200750291347504, 0.00184013566467911, -0.05051510035991669, 0.03849375993013382, 0.07485514879226685, 0.0277254655957222, -0.03414323553442955, 0.02309393137693405, -0.00042227745871059597, -0.039153777062892914]","{'movie_id': 167634, 'title': 'Fist Fight (2017)', 'imdb_id': 3401882, 'genres': 'Comedy'}"
167732,"[-0.026653803884983063, -0.04319839924573898, 0.000329759088344872, -0.01317677367478609, -0.012650227174162865, -0.07490716874599457, 0.05196808651089668, 0.023693252354860306, -0.026653757318854332, 0.03385968506336212, -0.0620880052447319, 0.04797753691673279, -0.018723217770457268, -0.013100911863148212, -0.0037102471105754375, 0.06891278177499771, -0.015573701821267605, -0.026693541556596756, 0.00510698975995183, -0.024482350796461105, 0.05225425958633423, 0.0278351791203022, -0.06221780553460121, 0.009715897031128407, 0.018863186240196228, -0.02140238508582115, -0.06534464657306671, 0.017526736482977867, -0.028173046186566353, 0.01871608942747116, 0.057352885603904724, -0.08063508570194244]","{'movie_id': 167732, 'title': 'A Street Cat Named Bob (2016)', 'imdb_id': 3606888, 'genres': 'Comedy|Drama'}"
167746,"[-0.03173026069998741, -0.09478262811899185, 0.011512034572660923, 0.014502167701721191, -0.016794713214039803, -0.059721436351537704, -0.020699137821793556, 0.007949051447212696, -0.043998558074235916, -0.06738750636577606, -0.04864543303847313, 0.058660224080085754, -0.07812229543924332, 0.050230514258146286, 0.05846443027257919, 0.019010519608855247, 0.05413595587015152, -0.07375355809926987, 0.04047111049294472, 0.039393238723278046, -0.009150326251983643, -0.08888401091098785, 0.005569403525441885, 0.0637897402048111, 0.0330636128783226, 0.004672354087233543, 0.0348968431353569, 0.03404509648680687, -0.06535472720861435, 0.018639715388417244, -0.005731116980314255, 0.01263604499399662]","{'movie_id': 167746, 'title': 'The Lego Batman Movie (2017)', 'imdb_id': 4116284, 'genres': 'Action|Animation|Comedy'}"
167790,"[0.043361738324165344, 0.019434887915849686, -0.05802510678768158, -0.07961559295654297, 0.0498616099357605, -0.056555040180683136, -0.05155014619231224, -0.07873072475194931, -0.09766817837953568, 0.04055045545101166, 0.008745244704186916, -0.09591951221227646, 0.06599843502044678, 0.03511231392621994, -0.037735749036073685, -0.0010944148525595665, -0.0805862620472908, 0.025968654081225395, -0.08684330433607101, 0.0190028864890337, 0.012376075610518456, -0.021161869168281555, 0.0338623933494091, -0.06393460184335709, -0.0219473447650671, -0.01926554925739765, -0.01650935970246792, -0.03396233543753624, 0.055393047630786896, -0.008911346085369587, 0.01969350501894951, 0.000834908802062273]","{'movie_id': 167790, 'title': 'The Good Boy (2016)', 'imdb_id': 5358714, 'genres': 'Children|Comedy|Drama'}"
167854,"[-0.04878823459148407, -0.016694391146302223, -0.006358460523188114, -0.0746210515499115, 0.06499429047107697, 0.0451386533677578, 0.01199278049170971, -0.012018646113574505, 0.020705493167042732, 0.05787840485572815, 0.0018126517534255981, 0.053280308842659, -0.007510260213166475, 0.002205164171755314, -0.0186504814773798, -0.02479422464966774, 0.06341983377933502, -0.03217571601271629, -0.04607997089624405, 0.01976366527378559, 0.016463667154312134, 0.026408106088638306, -0.04577216878533363, 0.03011520393192768, 0.03875942528247833, -0.03430252894759178, 0.03249341621994972, 0.00495861005038023, -0.049997299909591675, 0.06152961775660515, 0.05428893491625786, -0.01608383096754551]","{'movie_id': 167854, 'title': 'Dana Carvey: Straight White Male, 60 (2016)', 'imdb_id': 6217368, 'genres': 'Comedy'}"
168026,"[-0.04466131702065468, -0.03724898025393486, 0.10043060034513474, -0.038385841995477676, -0.0206427201628685, 0.06904715299606323, 0.003961771726608276, 0.016695063561201096, 0.014319628477096558, -0.09317124634981155, 0.07903770357370377, -0.037226323038339615, 0.08709211647510529, -0.029280049726366997, -0.05134948715567589, 0.010154817253351212, 0.015460356138646603, 0.03179656341671944, 0.06810731440782547, 0.020406046882271767, 0.019086845219135284, -0.05462159961462021, 0.03695039823651314, 0.004803486634045839, 0.017600903287529945, -0.022831538692116737, 0.05482416972517967, 0.032177913933992386, -0.04440738260746002, 0.06497077643871307, 0.0016063040820881724, 0.011113823391497135]","{'movie_id': 168026, 'title': 'Marvel One-Shot: Agent Carter (2013)', 'imdb_id': 3067038, 'genres': 'Action|Adventure|Fantasy|Sci-Fi'}"
168090,"[0.023190107196569443, -0.031121592968702316, -0.004216858651489019, 0.00381358596496284, -0.012879769317805767, 0.0337226539850235, -0.06613057106733322, 0.06997697800397873, 0.009537683799862862, 0.031224841251969337, -0.047016602009534836, 0.0029477677308022976, -0.04617318883538246, -0.021698836237192154, 0.013945289887487888, -0.011737068183720112, 0.07735222578048706, -0.05074070766568184, 0.05213833227753639, -0.020549794659018517, 0.015324459411203861, -0.036643266677856445, 0.0570552684366703, 0.00642785569652915, 0.01249355636537075, 0.014807762578129768, 0.010619481094181538, -0.011440128087997437, -0.056282222270965576, -0.044007107615470886, -0.03505536913871765, -0.027950812131166458]","{'movie_id': 168090, 'title': 'Kizumonogatari II: Passionate Blood (2016)', 'imdb_id': 5084196, 'genres': 'Animation|Fantasy|Mystery'}"
168174,"[0.010674639604985714, 0.031743768602609634, 0.008718939498066902, -0.020706316456198692, -0.09513869136571884, -0.04626220837235451, -0.07633261382579803, -0.05910038203001022, 0.03494890406727791, 0.03686138987541199, 0.02646918222308159, 0.03500889241695404, 0.018951736390590668, 0.02617756836116314, 0.06227388605475426, -0.0854598805308342, -0.018893439322710037, 0.03683390095829964, -0.06007106974720955, 0.023137427866458893, -0.08972293138504028, 0.04831923171877861, -0.03765838220715523, -0.08802875131368637, 0.020743807777762413, -0.012710594572126865, -0.013336286880075932, -0.0031952743884176016, -0.022003881633281708, 0.04703981429338455, -0.02554469369351864, 0.009502706117928028]","{'movie_id': 168174, 'title': 'Jim Gaffigan: Cinco (2017)', 'imdb_id': 6090102, 'genres': 'Comedy'}"
168218,"[-0.00478386739268899, -0.06663450598716736, -0.010980186983942986, 0.006383352912962437, 0.02965904213488102, 0.09777064621448517, 0.0018951805541291833, -0.03012535721063614, -0.005917984060943127, -0.020945537835359573, 0.06043360009789467, -0.05014533922076225, 0.01521292980760336, -0.05465320870280266, 0.022367291152477264, -0.08505955338478088, 0.007504144683480263, 0.017543384805321693, -0.07390239834785461, -0.030179617926478386, 0.022664347663521767, -0.05263088643550873, -0.059595584869384766, 0.004292229190468788, 0.058919962495565414, -0.01954040676355362, -0.005436485167592764, 0.007774041499942541, -0.020198872312903404, 0.006355576682835817, 0.07413817197084427, 0.07376240938901901]","{'movie_id': 168218, 'title': 'Kizumonogatari III: Cold Blood (2017)', 'imdb_id': 5084198, 'genres': 'Animation|Fantasy|Mystery'}"
168248,"[0.00054697081213817, -0.0440627820789814, 0.020718062296509743, -0.021401263773441315, 0.0033897878602147102, -0.012991578318178654, 0.018277963623404503, -0.020233534276485443, 0.00734854256734252, 0.01771811582148075, 0.04112401604652405, -0.05194859206676483, -0.0008985406602732837, 0.013951391912996769, 0.050461601465940475, 0.02958015725016594, -0.03434611111879349, 0.06960194557905197, -0.08683698624372482, 0.0069052353501319885, -0.018629906699061394, 0.025172453373670578, -0.012324296869337559, -0.00688941590487957, 0.02442709356546402, 0.033236775547266006, 0.05973954498767853, 0.023496415466070175, 0.04197520390152931, -0.027723204344511032, 0.047621581703424454, -0.028134675696492195]","{'movie_id': 168248, 'title': 'John Wick: Chapter Two (2017)', 'imdb_id': 4425200, 'genres': 'Action|Crime|Thriller'}"
168250,"[0.02972188964486122, -0.029949914664030075, 0.05449414998292923, 0.020234214141964912, 0.007195679470896721, -0.04662679508328438, 0.045866720378398895, 0.059387318789958954, -0.017383987084031105, -0.04371367022395134, 0.009513523429632187, 0.02714659832417965, -0.07782357931137085, 0.06942111998796463, -0.008451947942376137, -0.05554211884737015, 0.04616584628820419, -0.004397896118462086, -0.04467494413256645, -0.028618888929486275, -0.08409317582845688, -0.008972485549747944, 0.06801950186491013, 0.056151118129491806, 0.009404810145497322, 0.061076320707798004, 0.027788840234279633, -0.015001361258327961, 0.026880597695708275, -0.04029129445552826, 0.010030291974544525, 0.050370022654533386]","{'movie_id': 168250, 'title': 'Get Out (2017)', 'imdb_id': 5052448, 'genres': 'Horror'}"
168252,"[0.10248930752277374, 0.012127701193094254, -0.03726866468787193, 0.028283292427659035, -0.07218404859304428, 0.033585984259843826, -0.06040214002132416, 0.019590744748711586, 0.038425013422966, -0.0797162801027298, -0.05712731555104256, -0.018918652087450027, 0.03984879329800606, 0.004240401089191437, -0.006630196701735258, 0.0002769958518911153, -0.06645281612873077, -0.02323918230831623, -0.021737582981586456, 0.0018536319257691503, -0.01425945945084095, -0.052197739481925964, 0.046538662165403366, 0.06317441165447235, 0.04565689340233803, -0.004759101662784815, 0.036418166011571884, -0.014974870719015598, 0.016676243394613266, -0.09977627545595169, 0.017804449424147606, 0.04101836308836937]","{'movie_id': 168252, 'title': 'Logan (2017)', 'imdb_id': 3315342, 'genres': 'Action|Sci-Fi'}"
168254,"[0.015375504270195961, 0.08341198414564133, 0.03834075480699539, 0.011038321070373058, 0.03596214950084686, -0.035470232367515564, -0.050969529896974564, 0.0021125669591128826, 0.027193987742066383, -0.04368359595537186, -0.02458052523434162, -0.01012133527547121, 0.03899715840816498, 0.07793721556663513, 0.0778219997882843, -0.022572387009859085, -0.003007295308634639, -5.091978528071195e-05, 0.005147474817931652, -0.06450226902961731, -0.008121819235384464, 0.0671914592385292, 0.007427527569234371, 0.10105537623167038, -0.06060450151562691, -0.0666576698422432, 0.08526231348514557, 0.011419575661420822, -0.01183813251554966, 0.08185527473688126, 0.015583198517560959, -0.024959152564406395]","{'movie_id': 168254, 'title': 'Kong: Skull Island (2017)', 'imdb_id': 3731562, 'genres': 'Action|Adventure|Fantasy'}"
168266,"[-0.004303511697798967, -0.024432212114334106, -0.027259046211838722, 0.019059836864471436, -0.051625411957502365, -0.07136896252632141, 0.03176334127783775, -0.0020524149294942617, 0.022363491356372833, 0.07311738282442093, 0.02748805098235607, 0.08164910227060318, -0.0071319472044706345, 0.047520704567432404, 0.041854891926050186, -0.011549761518836021, -0.08689950406551361, -0.04647994413971901, -0.048622015863657, -0.023420587182044983, 0.06339127570390701, -0.03706176206469536, 0.045477308332920074, -0.012820878066122532, 0.06821400672197342, -0.07293993979692459, 0.034232672303915024, 0.0014717227313667536, -0.049801960587501526, -0.0009240667568519711, -0.007646225392818451, 0.004492539446800947]","{'movie_id': 168266, 'title': 'T2: Trainspotting (2017)', 'imdb_id': 2763304, 'genres': 'Crime|Drama'}"
168326,"[-0.05226454511284828, -0.006634410936385393, -0.019100092351436615, -0.0164777971804142, -0.03764588385820389, 0.011051460169255733, 0.07038096338510513, -0.007770235184580088, -0.06534066796302795, -0.011026643216609955, -0.027641866356134415, 0.015077116899192333, -0.01739012636244297, 0.01061854138970375, 0.01026555523276329, -0.09530585259199142, 0.04250982031226158, 0.042906466871500015, -0.09662211686372757, -0.0009002003353089094, -0.033633287996053696, 0.030661998316645622, 0.006474593188613653, -0.003373141633346677, 0.03440837934613228, 0.015389529056847095, 0.03135135769844055, -0.07140130549669266, 0.0360608734190464, 0.009474157355725765, -0.07726568728685379, -0.08153341710567474]","{'movie_id': 168326, 'title': 'The Big Sick (2017)', 'imdb_id': 5462602, 'genres': 'Comedy|Romance'}"
168350,"[-0.04377830773591995, -0.036934006959199905, -0.013002056628465652, -0.017719345167279243, -0.034603722393512726, 0.08477859944105148, 0.023690754547715187, -0.057539232075214386, -0.005677100270986557, 0.03414035961031914, 0.0307706780731678, 0.0332552045583725, -0.003952288068830967, -0.08419003337621689, 0.00421576714143157, 0.03661864995956421, -0.06505834311246872, 0.018406543880701065, -0.044401150196790695, -0.01715918444097042, 0.02925591915845871, -0.022431503981351852, 0.0019259055843576789, 0.05170299485325813, -0.04707365483045578, 0.0671222060918808, 0.0014248727820813656, -0.016240442171692848, -0.049830351024866104, -0.07611425966024399, 0.03508751094341278, -0.05243135988712311]","{'movie_id': 168350, 'title': '100 Streets (2016)', 'imdb_id': 2990126, 'genres': 'Drama'}"
168366,"[0.0591934509575367, -0.07491426914930344, 0.06067894771695137, 0.016253041103482246, 0.05694732069969177, 0.08627530932426453, 0.022956300526857376, 0.0024502628948539495, 0.06772983074188232, 0.03273296728730202, -0.056026641279459, -0.013958192430436611, 0.029567621648311615, -0.05698170140385628, 0.01703093759715557, -0.0019736674148589373, 0.06116916984319687, 0.02588595077395439, 0.0006818770780228078, -0.010720827616751194, -0.07151969522237778, -0.040936458855867386, -0.04742760211229324, 0.05296735465526581, 0.0009006455074995756, 0.06372896581888199, 0.05240502208471298, 0.04930870234966278, 0.006000707857310772, -0.001610466162674129, 0.026412947103381157, 0.05568942427635193]","{'movie_id': 168366, 'title': 'Beauty and the Beast (2017)', 'imdb_id': 2771200, 'genres': 'Fantasy|Romance'}"
168418,"[0.009402886033058167, -0.05750783905386925, 0.05184253677725792, -0.06758324801921844, -0.015463219955563545, 0.0033052926883101463, -0.007153125945478678, -0.04008548706769943, 0.04870615527033806, 0.00893897283822298, 0.028787687420845032, 0.0693051666021347, 0.001022927463054657, 0.09580758213996887, 0.0005455843638628721, 0.003804553998634219, 0.04967131465673447, 0.029081745073199272, 0.052620816975831985, 0.013228575699031353, 0.0133413290604949, -0.022656919434666634, 0.007486260961741209, -0.04638924449682236, 0.0410529263317585, 0.03253953903913498, -0.012115265242755413, 0.030909959226846695, -0.04915126413106918, 0.04196375980973244, -0.08283403515815735, 0.03275935351848602]","{'movie_id': 168418, 'title': 'The Boss Baby (2017)', 'imdb_id': 3874544, 'genres': 'Animation|Children|Comedy'}"
168492,"[-0.007327086292207241, -0.02630452997982502, -0.028369953855872154, 0.0748480036854744, -0.0017154632369056344, -0.008826186880469322, 0.02002769149839878, -0.02396785467863083, 0.01798604242503643, -0.024280644953250885, -0.009301120415329933, -0.03706718236207962, -0.03416381776332855, -0.04298829287290573, 0.04308952018618584, -0.053209349513053894, 0.04444863274693489, -0.004313420969992876, -0.015852855518460274, -0.07823856920003891, -0.01740647666156292, -0.028873048722743988, -0.012443697080016136, -0.04552801325917244, 0.02727391943335533, 0.046501461416482925, 0.013891085982322693, -0.04548562318086624, 0.04666411876678467, 0.05276942998170853, 0.02090049348771572, 0.0395316444337368]","{'movie_id': 168492, 'title': 'Call Me by Your Name (2017)', 'imdb_id': 5726616, 'genres': 'Drama|Romance'}"
168608,"[0.02975946106016636, -0.001672695972956717, 0.058998096734285355, 0.058518845587968826, -0.004020695574581623, -0.020961208269000053, -0.013693224638700485, 0.09363331645727158, -0.00840978603810072, -0.003936127759516239, 0.011088027618825436, -0.0822470411658287, 0.019050728529691696, -0.022929200902581215, 0.06021993234753609, -0.01610218547284603, 0.09388131648302078, -0.02657865360379219, -0.04013188183307648, -0.07160723954439163, -0.06092021241784096, 0.034681037068367004, 0.0278068445622921, -0.018101464956998825, 0.011369217187166214, -0.02089768648147583, -0.028876740485429764, 0.022126000374555588, -0.005321635864675045, 0.01821746677160263, -0.08781995624303818, 0.019711337983608246]","{'movie_id': 168608, 'title': 'Mudbound (2017)', 'imdb_id': 2396589, 'genres': 'Drama'}"
168632,"[0.039978738874197006, 0.04846815764904022, -0.049516722559928894, 0.08472137153148651, -0.07578707486391068, 0.021776694804430008, 0.08000043779611588, 0.009094743989408016, 0.08805909752845764, -0.039735838770866394, 0.04025857523083687, -0.044064268469810486, 0.048203472048044205, 0.015532114543020725, -0.0013508917763829231, -0.004003128502517939, 0.09025951474905014, -0.07075241953134537, 0.005891220644116402, -0.09238315373659134, -0.08235754817724228, 0.009171868674457073, 0.05722096562385559, 0.028532549738883972, 0.04087069258093834, -0.04290420189499855, 0.033899061381816864, -0.05591849982738495, -0.008442750200629234, -0.04556899890303612, 0.03794693946838379, -0.007225303445011377]","{'movie_id': 168632, 'title': 'Bill Burr: Walk Your Way Out (2017)', 'imdb_id': 6184894, 'genres': 'Comedy'}"
168712,"[0.0128078144043684, -0.03125116974115372, 0.03139617666602135, -0.01050165668129921, 0.02511274255812168, -0.033044543117284775, -0.0241409782320261, 0.03343159332871437, 0.06190713867545128, -0.01137586124241352, -0.060096707195043564, 0.058931946754455566, 0.011379132978618145, -0.021510541439056396, 0.07185933738946915, 0.016893496736884117, 0.02913004718720913, -0.05769425258040428, 0.012625708244740963, 0.028822027146816254, 0.03129472956061363, -0.039487775415182114, 0.07798189669847488, -0.06547306478023529, 0.004022153094410896, 0.0005300721386447549, 0.024064572528004646, -0.05521494522690773, -0.034523721784353256, -0.04414075240492821, 0.005158193875104189, 0.02051769383251667]","{'movie_id': 168712, 'title': 'Fifty Shades Darker (2017)', 'imdb_id': 4465564, 'genres': 'Drama|Romance'}"
168846,"[-0.003960148897022009, -0.024314219132065773, -0.04405340924859047, 0.024468112736940384, 0.08936021476984024, -0.011841963045299053, 0.06422930955886841, 0.004565422423183918, 0.004403973463922739, 0.02582860179245472, 0.08258600533008575, -0.04984158277511597, 0.008067251183092594, 0.06238961219787598, -0.0025442643091082573, -0.04055935889482498, -0.023286286741495132, -0.024138109758496284, -0.026967596262693405, 0.08148033171892166, 0.03971274942159653, 0.016806013882160187, 0.013749266974627972, -0.06018620356917381, 0.059903569519519806, -0.04615384712815285, -0.0009595351293683052, -0.10151210427284241, 0.029669780284166336, 0.04325440898537636, 0.02342105098068714, 0.049932997673749924]","{'movie_id': 168846, 'title': 'Neal Brennan: 3 Mics (2017)', 'imdb_id': 6438918, 'genres': 'Comedy'}"
169034,"[-0.011650835163891315, -0.06429225206375122, -0.0053642913699150085, -0.02340514585375786, 0.013247592374682426, -0.09395096451044083, 0.003617498092353344, -0.006396869663149118, -0.046502187848091125, -0.0802619606256485, 0.06143048405647278, 0.0176676195114851, -0.031565725803375244, 0.008405148051679134, 0.015536605380475521, -0.04654751345515251, -0.01204652339220047, -0.03910031169652939, 0.060398418456315994, -0.08412545174360275, -0.03244969993829727, -0.0795171931385994, 0.06934038549661636, -0.023063449189066887, 0.03943020850419998, 0.07355719059705734, -0.04592036083340645, 0.0197871383279562, 0.06124775484204292, 0.0556732714176178, -0.08579361438751221, 0.03372470289468765]","{'movie_id': 169034, 'title': 'Lemonade (2016)', 'imdb_id': 5662106, 'genres': '(no genres listed)'}"
169180,"[0.047476038336753845, -0.04272815212607384, -0.06801783293485641, 0.01663072220981121, 0.003501199185848236, -0.049667052924633026, -0.03253830224275589, 0.03578953444957733, 0.06864853948354721, -0.04485194757580757, -0.0658264234662056, -0.06268934905529022, 0.0035327787045389414, 0.047929733991622925, 0.020772811025381088, 0.06632781028747559, 0.056767966598272324, -0.04591994732618332, -0.07522286474704742, 0.06035086140036583, 0.005313844420015812, 0.020679879933595657, -0.023637250065803528, -0.027085456997156143, 0.0227738618850708, 0.04001593217253685, 0.014170162379741669, -0.0051323771476745605, 0.07838938385248184, -0.04585842415690422, 0.049170807003974915, -0.03703107684850693]","{'movie_id': 169180, 'title': 'American Fable (2017)', 'imdb_id': 4671002, 'genres': 'Thriller'}"
169670,"[0.051427435129880905, -0.022419070824980736, 0.07827749848365784, -0.0058281603269279, 0.04214676469564438, 0.02987135946750641, 0.039002109318971634, 0.029371045529842377, 0.05285501107573509, -0.04168028384447098, 0.012505881488323212, -0.03701574355363846, 0.07726695388555527, 0.06303175538778305, 0.08854236453771591, 0.03315431997179985, 0.059163663536310196, 0.050144538283348083, 0.018175438046455383, 0.05165435001254082, -0.0066437870264053345, 0.06514141708612442, 0.06115422770380974, -0.09843151271343231, -0.011045155115425587, 0.000679383403621614, -0.04395778849720955, -0.010755738243460655, 0.0028031510300934315, 0.020069127902388573, 0.031202346086502075, 0.06284311413764954]","{'movie_id': 169670, 'title': 'The Void (2016)', 'imdb_id': 4255304, 'genres': 'Horror'}"
169958,"[0.023927150294184685, 0.012106417678296566, 0.016730114817619324, -0.018788548186421394, -0.031985729932785034, -0.0433729887008667, -0.009228111244738102, -0.10314084589481354, -0.0014535351656377316, -0.02964959666132927, -0.011831977404654026, -0.03932519257068634, 0.08198083937168121, -0.06074351444840431, -0.05086308717727661, 0.05139699578285217, 0.011815411038696766, 0.02178732119500637, -0.028958965092897415, 0.042291309684515, 0.012134939432144165, -0.06389421224594116, 0.027239279821515083, -0.01905832067131996, -0.01180621050298214, 0.007059893105179071, 0.03234287351369858, 0.046570878475904465, 0.028838856145739555, -0.10207328200340271, -0.02880518138408661, 0.038125719875097275]","{'movie_id': 169958, 'title': ""Buster's Mal Heart (2017)"", 'imdb_id': 5173032, 'genres': 'Drama|Mystery'}"
169982,"[0.07122425734996796, 0.04277973249554634, 0.0004372487892396748, -0.010341002605855465, 0.02737967111170292, -0.02412807010114193, -0.03172663599252701, 0.034312888979911804, -0.08035293966531754, 0.03974650055170059, 0.017982838675379753, -0.027971234172582626, -0.03669053688645363, 0.047030411660671234, 0.03634292632341385, -0.0004549518635030836, 0.05176360905170441, 0.042702801525592804, -0.005389268975704908, -0.08374282717704773, 0.07858256250619888, -0.06873927265405655, 0.06483675539493561, -0.06896647065877914, -0.007574181538075209, -0.008028857409954071, -0.09087586402893066, 0.028151195496320724, -0.02846979908645153, 0.0016845640493556857, -0.06208000332117081, 0.018746882677078247]","{'movie_id': 169982, 'title': 'Power Rangers (2017)', 'imdb_id': 3717490, 'genres': 'Action|Adventure|Sci-Fi'}"
169984,"[-0.015942927449941635, 0.006619501858949661, 0.0024519714061170816, -0.019842568784952164, 0.007640212308615446, -0.08680927753448486, 0.061960369348526, -0.045052770525217056, -0.04812920466065407, -0.05631810799241066, -0.09431369602680206, 0.0110826650634408, -0.02060258761048317, -0.047928158193826675, -0.0441056527197361, -0.0023481661919504404, 0.06000790372490883, -0.0581931434571743, 0.0007751388475298882, 0.0894479751586914, -0.01541383471339941, -0.031328022480010986, 0.03874976933002472, -0.048996854573488235, -0.0519217886030674, 0.018856821581721306, 0.002001384738832712, 0.010882612317800522, -0.04853344336152077, 0.09097148478031158, -0.02560495212674141, -0.07646916061639786]","{'movie_id': 169984, 'title': 'Alien: Covenant (2017)', 'imdb_id': 2316204, 'genres': 'Action|Horror|Sci-Fi|Thriller'}"
169992,"[-0.026354728266596794, 0.03180236741900444, 0.04721270874142647, 0.027805017307400703, 0.008970063179731369, -0.020200179889798164, -0.04917430505156517, -0.014896547421813011, -0.042148198932409286, -0.08874724805355072, -0.0031866594217717648, -0.06338847428560257, -0.019352803006768227, 0.052281156182289124, 0.00978924985975027, 0.006231914274394512, 0.06895612180233002, -0.06518600136041641, 0.01351810060441494, 0.031866565346717834, -0.056945301592350006, -0.023970553651452065, -0.006610445212572813, 0.07297690212726593, 0.0020858529023826122, 0.012544660829007626, 0.003665503580123186, 0.01237123366445303, -0.046601708978414536, -0.009472115896642208, -0.03525486961007118, 0.060646943747997284]","{'movie_id': 169992, 'title': 'Free Fire (2017)', 'imdb_id': 4158096, 'genres': 'Action|Crime|Drama'}"
170357,"[0.02481118030846119, 0.016029709950089455, -0.028734387829899788, -0.005522949155420065, -0.08375979214906693, -0.03656404837965965, 0.029448723420500755, -0.00040498835733160377, 0.043493662029504776, -0.07127681374549866, 0.002128257881850004, -0.09293662756681442, 0.02160605601966381, -0.10793907195329666, 0.08159828931093216, -0.007942062802612782, 0.03875219449400902, -0.010424776934087276, 0.02147381752729416, 0.03341968357563019, 0.07837621122598648, 0.043170951306819916, 0.026732956990599632, 0.04791288822889328, -0.018379535526037216, -0.01613781601190567, 0.01816023886203766, -0.014130612835288048, 0.04212735965847969, -0.01755102351307869, 0.05215299129486084, -0.011990003287792206]","{'movie_id': 170357, 'title': 'Dave Chappelle: The Age of Spin (2017)', 'imdb_id': 6648926, 'genres': 'Comedy'}"
170411,"[0.02800557017326355, 0.056598205119371414, -0.032727621495723724, 0.008739958517253399, -0.023295797407627106, -0.029225079342722893, 0.09523393958806992, -0.027491003274917603, 0.02606857940554619, -0.07387413084506989, -0.05050307512283325, -0.05730002000927925, -0.048159122467041016, -0.058334097266197205, -0.06390106678009033, 0.08319981396198273, 0.010474823415279388, -0.0038814335130155087, -0.06157631427049637, 0.023822275921702385, -0.043500494211912155, -0.02874293178319931, 0.012640240602195263, 0.04126843065023422, -0.0017512659542262554, 0.02451184019446373, 0.06183495745062828, -0.046916063874959946, -0.0021640060003846884, -0.04002906754612923, 0.0028496324084699154, -0.03625175356864929]","{'movie_id': 170411, 'title': 'Dave Chappelle: Deep in the Heart of Texas (2017)', 'imdb_id': 6649108, 'genres': 'Comedy'}"
